OrderId [number],Type [string],Chips [bool],Drink [bool],Value [€], Timestamp [s]
1164 , veggy , 1 , 1 , 10.500000 , 47268.906889
1164 , veggy , 1 , 1 , 10.500000 , 47268.906889
1164 , meat , 0 , 1 , 9.500000 , 47268.906889
1165 , chicken , 1 , 1 , 11.500000 , 47373.305166
1165 , chicken , 1 , 1 , 11.500000 , 47373.305166
1165 , chicken , 1 , 1 , 11.500000 , 47373.305166
1165 , veggy , 0 , 1 , 7.500000 , 47373.305166
1165 , veggy , 1 , 0 , 8.000000 , 47373.305166
1167 , veggy , 1 , 1 , 10.500000 , 47417.237289
1168 , veggy , 1 , 1 , 10.500000 , 47442.376092
1168 , meat , 0 , 1 , 9.500000 , 47442.376092
1169 , meat , 0 , 1 , 9.500000 , 47564.363288
1169 , meat , 1 , 1 , 12.500000 , 47564.363288
1169 , meat , 1 , 0 , 10.000000 , 47564.363288
1169 , veggy , 0 , 1 , 7.500000 , 47564.363288
1169 , veggy , 1 , 1 , 10.500000 , 47564.363288
1171 , chicken , 1 , 1 , 11.500000 , 47766.499726
1170 , chicken , 0 , 0 , 6.000000 , 47808.230380
1170 , chicken , 0 , 1 , 8.500000 , 47808.230380
1170 , veggy , 1 , 0 , 8.000000 , 47808.230380
1170 , chicken , 0 , 1 , 8.500000 , 47808.230380
1170 , chicken , 1 , 0 , 9.000000 , 47808.230380
1173 , veggy , 1 , 1 , 10.500000 , 47852.185559
1173 , meat , 1 , 1 , 12.500000 , 47852.185559
1173 , veggy , 1 , 1 , 10.500000 , 47852.185559
1173 , meat , 1 , 1 , 12.500000 , 47852.185559
1172 , meat , 1 , 1 , 12.500000 , 47889.498128
1172 , chicken , 1 , 1 , 11.500000 , 47889.498128
1174 , meat , 1 , 1 , 12.500000 , 47903.669694
1175 , meat , 0 , 1 , 9.500000 , 48262.459268
1175 , veggy , 1 , 1 , 10.500000 , 48262.459268
1175 , meat , 0 , 1 , 9.500000 , 48262.459268
1175 , veggy , 1 , 1 , 10.500000 , 48262.459268
1175 , veggy , 1 , 1 , 10.500000 , 48262.459268
1176 , meat , 1 , 1 , 12.500000 , 48265.245258
1176 , veggy , 1 , 0 , 8.000000 , 48265.245258
1176 , veggy , 1 , 1 , 10.500000 , 48265.245258
1176 , veggy , 1 , 1 , 10.500000 , 48265.245258
1176 , meat , 1 , 1 , 12.500000 , 48265.245258
1177 , veggy , 1 , 1 , 10.500000 , 48304.764160
1178 , chicken , 1 , 1 , 11.500000 , 48328.830149
1179 , meat , 1 , 0 , 10.000000 , 48408.593132
1179 , meat , 1 , 1 , 12.500000 , 48408.593132
1179 , veggy , 1 , 1 , 10.500000 , 48408.593132
1179 , chicken , 0 , 1 , 8.500000 , 48408.593132
1180 , chicken , 0 , 1 , 8.500000 , 48476.908150
1181 , meat , 1 , 1 , 12.500000 , 48555.536062
1181 , veggy , 1 , 1 , 10.500000 , 48555.536062
1181 , veggy , 1 , 1 , 10.500000 , 48555.536062
1182 , veggy , 1 , 1 , 10.500000 , 48634.179665
1182 , veggy , 1 , 1 , 10.500000 , 48634.179665
1182 , meat , 1 , 1 , 12.500000 , 48634.179665
1183 , chicken , 1 , 1 , 11.500000 , 48726.371143
1183 , meat , 0 , 1 , 9.500000 , 48726.371143
1183 , meat , 0 , 1 , 9.500000 , 48726.371143
1183 , veggy , 1 , 1 , 10.500000 , 48726.371143
1183 , chicken , 1 , 1 , 11.500000 , 48726.371143
1184 , veggy , 1 , 0 , 8.000000 , 48821.032762
1184 , veggy , 1 , 1 , 10.500000 , 48821.032762
1185 , veggy , 1 , 1 , 10.500000 , 48826.077994
1185 , chicken , 1 , 1 , 11.500000 , 48826.077994
1185 , meat , 1 , 1 , 12.500000 , 48826.077994
1185 , chicken , 1 , 1 , 11.500000 , 48826.077994
1186 , veggy , 0 , 1 , 7.500000 , 48909.114441
1186 , chicken , 1 , 1 , 11.500000 , 48909.114441
1186 , veggy , 1 , 1 , 10.500000 , 48909.114441
1187 , chicken , 0 , 1 , 8.500000 , 49060.988317
1187 , meat , 1 , 1 , 12.500000 , 49060.988317
1187 , chicken , 1 , 1 , 11.500000 , 49060.988317
1187 , chicken , 1 , 1 , 11.500000 , 49060.988317
1189 , veggy , 0 , 1 , 7.500000 , 49139.223150
1189 , meat , 0 , 1 , 9.500000 , 49139.223150
1188 , meat , 1 , 1 , 12.500000 , 49214.030037
1188 , meat , 1 , 0 , 10.000000 , 49214.030037
1188 , meat , 0 , 1 , 9.500000 , 49214.030037
1188 , veggy , 1 , 1 , 10.500000 , 49214.030037
1188 , veggy , 1 , 1 , 10.500000 , 49214.030037
1190 , chicken , 1 , 1 , 11.500000 , 49409.681541
1190 , veggy , 1 , 1 , 10.500000 , 49409.681541
1190 , veggy , 0 , 1 , 7.500000 , 49409.681541
1191 , chicken , 1 , 1 , 11.500000 , 49615.450975
1191 , chicken , 1 , 1 , 11.500000 , 49615.450975
1191 , veggy , 1 , 1 , 10.500000 , 49615.450975
1193 , chicken , 1 , 1 , 11.500000 , 49660.848435
1193 , meat , 1 , 1 , 12.500000 , 49660.848435
1193 , chicken , 1 , 1 , 11.500000 , 49660.848435
1192 , meat , 1 , 1 , 12.500000 , 49686.012441
1192 , chicken , 1 , 0 , 9.000000 , 49686.012441
1192 , meat , 0 , 1 , 9.500000 , 49686.012441
1192 , chicken , 1 , 1 , 11.500000 , 49686.012441
1194 , meat , 0 , 1 , 9.500000 , 49933.768012
1194 , veggy , 0 , 1 , 7.500000 , 49933.768012
1194 , chicken , 1 , 1 , 11.500000 , 49933.768012
1194 , chicken , 1 , 1 , 11.500000 , 49933.768012
1194 , chicken , 1 , 1 , 11.500000 , 49933.768012
1195 , chicken , 1 , 1 , 11.500000 , 49934.644246
1196 , meat , 0 , 1 , 9.500000 , 50025.194105
1196 , chicken , 1 , 1 , 11.500000 , 50025.194105
1196 , veggy , 1 , 1 , 10.500000 , 50025.194105
1196 , meat , 1 , 1 , 12.500000 , 50025.194105
1197 , meat , 1 , 1 , 12.500000 , 50031.062649
1197 , meat , 0 , 1 , 9.500000 , 50031.062649
1197 , veggy , 1 , 1 , 10.500000 , 50031.062649
1197 , chicken , 1 , 1 , 11.500000 , 50031.062649
1197 , veggy , 0 , 1 , 7.500000 , 50031.062649
1199 , meat , 0 , 1 , 9.500000 , 50102.019805
1198 , chicken , 0 , 1 , 8.500000 , 50137.583864
1198 , meat , 0 , 1 , 9.500000 , 50137.583864
1198 , chicken , 1 , 1 , 11.500000 , 50137.583864
1198 , meat , 1 , 1 , 12.500000 , 50137.583864
1200 , veggy , 0 , 0 , 5.000000 , 50228.303297
1200 , meat , 1 , 1 , 12.500000 , 50228.303297
1200 , meat , 1 , 1 , 12.500000 , 50228.303297
1200 , chicken , 1 , 1 , 11.500000 , 50228.303297
1201 , chicken , 1 , 0 , 9.000000 , 50266.334586
1201 , meat , 1 , 0 , 10.000000 , 50266.334586
1201 , chicken , 1 , 1 , 11.500000 , 50266.334586
1201 , meat , 1 , 1 , 12.500000 , 50266.334586
1201 , chicken , 0 , 1 , 8.500000 , 50266.334586
1203 , meat , 1 , 1 , 12.500000 , 50296.064629
1202 , meat , 1 , 1 , 12.500000 , 50337.448980
1202 , meat , 1 , 1 , 12.500000 , 50337.448980
1202 , veggy , 1 , 1 , 10.500000 , 50337.448980
1202 , veggy , 1 , 1 , 10.500000 , 50337.448980
1202 , chicken , 1 , 1 , 11.500000 , 50337.448980
1204 , veggy , 0 , 1 , 7.500000 , 50436.854878
1204 , meat , 1 , 1 , 12.500000 , 50436.854878
1204 , chicken , 1 , 1 , 11.500000 , 50436.854878
1204 , chicken , 1 , 1 , 11.500000 , 50436.854878
1205 , chicken , 1 , 1 , 11.500000 , 50472.185405
1206 , chicken , 0 , 1 , 8.500000 , 50478.313716
1206 , veggy , 1 , 1 , 10.500000 , 50478.313716
1206 , meat , 1 , 1 , 12.500000 , 50478.313716
1207 , meat , 1 , 0 , 10.000000 , 50604.050562
1207 , chicken , 1 , 1 , 11.500000 , 50604.050562
1207 , meat , 1 , 0 , 10.000000 , 50604.050562
1208 , veggy , 1 , 1 , 10.500000 , 50629.842659
1209 , veggy , 1 , 1 , 10.500000 , 50829.135836
1209 , veggy , 1 , 0 , 8.000000 , 50829.135836
1209 , veggy , 1 , 1 , 10.500000 , 50829.135836
1209 , veggy , 1 , 1 , 10.500000 , 50829.135836
1210 , chicken , 0 , 1 , 8.500000 , 50948.811211
1210 , veggy , 1 , 1 , 10.500000 , 50948.811211
1210 , veggy , 1 , 1 , 10.500000 , 50948.811211
1210 , veggy , 1 , 1 , 10.500000 , 50948.811211
1210 , chicken , 1 , 1 , 11.500000 , 50948.811211
1211 , veggy , 1 , 1 , 10.500000 , 51067.295009
1211 , veggy , 1 , 1 , 10.500000 , 51067.295009
1211 , veggy , 1 , 0 , 8.000000 , 51067.295009
1212 , veggy , 1 , 1 , 10.500000 , 51297.667201
1213 , veggy , 1 , 1 , 10.500000 , 51370.921518
1213 , chicken , 0 , 1 , 8.500000 , 51370.921518
1214 , meat , 1 , 1 , 12.500000 , 51501.584865
1215 , veggy , 1 , 1 , 10.500000 , 51709.968130
1215 , chicken , 1 , 0 , 9.000000 , 51709.968130
1215 , veggy , 1 , 1 , 10.500000 , 51709.968130
1218 , meat , 1 , 1 , 12.500000 , 52060.656256
1216 , veggy , 0 , 1 , 7.500000 , 52178.810588
1216 , meat , 0 , 1 , 9.500000 , 52178.810588
1216 , veggy , 0 , 1 , 7.500000 , 52178.810588
1216 , chicken , 1 , 1 , 11.500000 , 52178.810588
1216 , meat , 1 , 1 , 12.500000 , 52178.810588
1219 , chicken , 0 , 1 , 8.500000 , 52188.146404
1219 , meat , 1 , 1 , 12.500000 , 52188.146404
1219 , veggy , 0 , 1 , 7.500000 , 52188.146404
1217 , veggy , 1 , 0 , 8.000000 , 52213.880590
1220 , veggy , 0 , 1 , 7.500000 , 52216.124507
1222 , meat , 0 , 1 , 9.500000 , 52290.551362
1221 , chicken , 1 , 1 , 11.500000 , 52295.231194
1221 , veggy , 1 , 1 , 10.500000 , 52295.231194
1223 , veggy , 1 , 1 , 10.500000 , 52381.746939
1223 , chicken , 0 , 1 , 8.500000 , 52381.746939
1223 , veggy , 1 , 1 , 10.500000 , 52381.746939
1224 , chicken , 1 , 1 , 11.500000 , 52441.865332
1224 , meat , 0 , 1 , 9.500000 , 52441.865332
1225 , veggy , 0 , 1 , 7.500000 , 52578.658333
1226 , chicken , 0 , 1 , 8.500000 , 52827.776593
1226 , veggy , 0 , 1 , 7.500000 , 52827.776593
1226 , veggy , 1 , 0 , 8.000000 , 52827.776593
1226 , chicken , 1 , 1 , 11.500000 , 52827.776593
1226 , veggy , 1 , 1 , 10.500000 , 52827.776593
1227 , meat , 1 , 1 , 12.500000 , 52903.945249
1227 , chicken , 1 , 0 , 9.000000 , 52903.945249
1227 , veggy , 1 , 1 , 10.500000 , 52903.945249
1227 , veggy , 1 , 1 , 10.500000 , 52903.945249
1228 , meat , 0 , 1 , 9.500000 , 52960.290200
1228 , meat , 1 , 1 , 12.500000 , 52960.290200
1229 , meat , 0 , 1 , 9.500000 , 53023.529107
1230 , chicken , 1 , 1 , 11.500000 , 53163.085968
1230 , chicken , 1 , 1 , 11.500000 , 53163.085968
1231 , meat , 1 , 1 , 12.500000 , 53216.668373
1231 , chicken , 1 , 1 , 11.500000 , 53216.668373
1232 , veggy , 1 , 1 , 10.500000 , 53255.055315
1232 , veggy , 1 , 1 , 10.500000 , 53255.055315
1232 , chicken , 0 , 1 , 8.500000 , 53255.055315
1232 , chicken , 0 , 1 , 8.500000 , 53255.055315
1233 , meat , 1 , 0 , 10.000000 , 53301.572457
1234 , chicken , 1 , 1 , 11.500000 , 53390.686411
1234 , chicken , 0 , 1 , 8.500000 , 53390.686411
1235 , chicken , 1 , 1 , 11.500000 , 53399.109743
1235 , veggy , 1 , 1 , 10.500000 , 53399.109743
1235 , meat , 1 , 1 , 12.500000 , 53399.109743
1235 , chicken , 1 , 1 , 11.500000 , 53399.109743
1236 , veggy , 0 , 1 , 7.500000 , 53499.677698
1236 , veggy , 1 , 1 , 10.500000 , 53499.677698
1236 , chicken , 1 , 1 , 11.500000 , 53499.677698
1237 , chicken , 0 , 1 , 8.500000 , 53569.178016
1238 , veggy , 1 , 1 , 10.500000 , 53720.435086
1238 , veggy , 1 , 1 , 10.500000 , 53720.435086
1238 , veggy , 1 , 1 , 10.500000 , 53720.435086
1238 , meat , 1 , 1 , 12.500000 , 53720.435086
1238 , meat , 1 , 1 , 12.500000 , 53720.435086
1239 , chicken , 1 , 1 , 11.500000 , 53739.690507
1239 , veggy , 1 , 1 , 10.500000 , 53739.690507
1239 , meat , 1 , 1 , 12.500000 , 53739.690507
1239 , chicken , 1 , 1 , 11.500000 , 53739.690507
1240 , chicken , 1 , 1 , 11.500000 , 53847.655317
1240 , meat , 1 , 1 , 12.500000 , 53847.655317
1240 , meat , 1 , 1 , 12.500000 , 53847.655317
1243 , veggy , 1 , 1 , 10.500000 , 53875.401233
1241 , meat , 1 , 1 , 12.500000 , 53901.324338
1242 , veggy , 0 , 1 , 7.500000 , 53947.403460
1244 , chicken , 1 , 1 , 11.500000 , 54194.816663
1244 , veggy , 0 , 1 , 7.500000 , 54194.816663
1245 , meat , 1 , 1 , 12.500000 , 54390.133094
1245 , veggy , 1 , 1 , 10.500000 , 54390.133094
1245 , veggy , 0 , 0 , 5.000000 , 54390.133094
1246 , chicken , 1 , 1 , 11.500000 , 54468.731195
1246 , veggy , 1 , 1 , 10.500000 , 54468.731195
1246 , meat , 1 , 1 , 12.500000 , 54468.731195
1247 , meat , 1 , 1 , 12.500000 , 54690.960275
1247 , chicken , 1 , 1 , 11.500000 , 54690.960275
1247 , meat , 0 , 1 , 9.500000 , 54690.960275
1247 , veggy , 1 , 1 , 10.500000 , 54690.960275
1247 , chicken , 0 , 1 , 8.500000 , 54690.960275
1248 , chicken , 1 , 0 , 9.000000 , 54737.382480
1249 , veggy , 1 , 1 , 10.500000 , 54787.000386
1249 , chicken , 1 , 1 , 11.500000 , 54787.000386
1250 , meat , 1 , 0 , 10.000000 , 54880.615309
1250 , meat , 1 , 1 , 12.500000 , 54880.615309
1250 , meat , 1 , 1 , 12.500000 , 54880.615309
1250 , meat , 1 , 1 , 12.500000 , 54880.615309
1252 , meat , 1 , 1 , 12.500000 , 54915.778366
1251 , meat , 1 , 1 , 12.500000 , 54955.721344
1251 , meat , 0 , 1 , 9.500000 , 54955.721344
1251 , meat , 1 , 1 , 12.500000 , 54955.721344
1253 , chicken , 0 , 1 , 8.500000 , 55300.476708
1254 , veggy , 1 , 1 , 10.500000 , 55581.900464
1254 , chicken , 1 , 1 , 11.500000 , 55581.900464
1255 , meat , 0 , 1 , 9.500000 , 56249.589263
1255 , meat , 1 , 1 , 12.500000 , 56249.589263
1255 , veggy , 1 , 1 , 10.500000 , 56249.589263
1255 , chicken , 0 , 1 , 8.500000 , 56249.589263
1255 , chicken , 1 , 1 , 11.500000 , 56249.589263
1256 , chicken , 1 , 0 , 9.000000 , 56487.023173
1256 , veggy , 0 , 1 , 7.500000 , 56487.023173
1256 , veggy , 0 , 1 , 7.500000 , 56487.023173
1257 , meat , 0 , 1 , 9.500000 , 56624.936253
1257 , veggy , 1 , 1 , 10.500000 , 56624.936253
1257 , meat , 1 , 1 , 12.500000 , 56624.936253
1258 , veggy , 1 , 1 , 10.500000 , 56695.931930
1258 , veggy , 1 , 1 , 10.500000 , 56695.931930
1258 , veggy , 1 , 1 , 10.500000 , 56695.931930
1258 , veggy , 1 , 1 , 10.500000 , 56695.931930
1258 , chicken , 0 , 1 , 8.500000 , 56695.931930
1260 , chicken , 1 , 1 , 11.500000 , 56840.012147
1260 , chicken , 1 , 1 , 11.500000 , 56840.012147
1260 , veggy , 1 , 1 , 10.500000 , 56840.012147
1259 , meat , 1 , 1 , 12.500000 , 56842.805803
1259 , chicken , 1 , 1 , 11.500000 , 56842.805803
1259 , meat , 0 , 1 , 9.500000 , 56842.805803
1261 , veggy , 1 , 1 , 10.500000 , 56877.920125
1262 , veggy , 1 , 1 , 10.500000 , 56999.848478
1262 , chicken , 0 , 1 , 8.500000 , 56999.848478
1263 , veggy , 1 , 1 , 10.500000 , 57329.159811
1263 , veggy , 1 , 1 , 10.500000 , 57329.159811
1263 , chicken , 0 , 1 , 8.500000 , 57329.159811
1263 , veggy , 0 , 0 , 5.000000 , 57329.159811
1263 , chicken , 1 , 1 , 11.500000 , 57329.159811
1264 , veggy , 0 , 1 , 7.500000 , 57543.101429
1264 , veggy , 0 , 1 , 7.500000 , 57543.101429
1264 , chicken , 1 , 0 , 9.000000 , 57543.101429
1264 , chicken , 1 , 1 , 11.500000 , 57543.101429
1264 , meat , 1 , 1 , 12.500000 , 57543.101429
1265 , chicken , 0 , 1 , 8.500000 , 57610.422631
1265 , chicken , 0 , 1 , 8.500000 , 57610.422631
1266 , chicken , 1 , 1 , 11.500000 , 57750.406371
1266 , meat , 1 , 1 , 12.500000 , 57750.406371
1266 , chicken , 1 , 1 , 11.500000 , 57750.406371
1267 , chicken , 1 , 1 , 11.500000 , 57835.471379
1267 , chicken , 0 , 1 , 8.500000 , 57835.471379
1267 , chicken , 0 , 1 , 8.500000 , 57835.471379
1267 , veggy , 1 , 0 , 8.000000 , 57835.471379
1267 , veggy , 1 , 1 , 10.500000 , 57835.471379
1268 , veggy , 0 , 1 , 7.500000 , 58012.658139
1268 , meat , 0 , 1 , 9.500000 , 58012.658139
1268 , chicken , 1 , 1 , 11.500000 , 58012.658139
1269 , meat , 1 , 1 , 12.500000 , 58262.154801
1270 , veggy , 0 , 1 , 7.500000 , 58443.506114
1270 , meat , 1 , 1 , 12.500000 , 58443.506114
1270 , chicken , 1 , 1 , 11.500000 , 58443.506114
1271 , veggy , 1 , 1 , 10.500000 , 58647.106401
1271 , veggy , 0 , 0 , 5.000000 , 58647.106401
1271 , chicken , 1 , 1 , 11.500000 , 58647.106401
1271 , meat , 1 , 1 , 12.500000 , 58647.106401
1272 , veggy , 1 , 1 , 10.500000 , 59088.738638
1272 , chicken , 1 , 0 , 9.000000 , 59088.738638
1273 , chicken , 0 , 1 , 8.500000 , 59310.681805
1273 , chicken , 0 , 1 , 8.500000 , 59310.681805
1273 , veggy , 0 , 1 , 7.500000 , 59310.681805
1273 , chicken , 1 , 1 , 11.500000 , 59310.681805
1274 , meat , 1 , 0 , 10.000000 , 59431.028840
1274 , meat , 1 , 1 , 12.500000 , 59431.028840
1274 , veggy , 1 , 1 , 10.500000 , 59431.028840
1275 , veggy , 0 , 1 , 7.500000 , 59460.711976
1276 , meat , 1 , 1 , 12.500000 , 59776.651465
1276 , meat , 0 , 0 , 7.000000 , 59776.651465
1276 , veggy , 1 , 1 , 10.500000 , 59776.651465
1276 , veggy , 1 , 1 , 10.500000 , 59776.651465
1278 , chicken , 1 , 1 , 11.500000 , 60012.934048
1277 , meat , 1 , 1 , 12.500000 , 60041.245801
1277 , meat , 1 , 1 , 12.500000 , 60041.245801
1279 , chicken , 1 , 1 , 11.500000 , 60254.902931
1279 , meat , 1 , 1 , 12.500000 , 60254.902931
1279 , meat , 1 , 1 , 12.500000 , 60254.902931
1279 , veggy , 1 , 1 , 10.500000 , 60254.902931
1280 , veggy , 0 , 1 , 7.500000 , 60553.796636
1282 , meat , 1 , 1 , 12.500000 , 60644.216947
1282 , chicken , 1 , 1 , 11.500000 , 60644.216947
1282 , chicken , 1 , 1 , 11.500000 , 60644.216947
1281 , veggy , 1 , 1 , 10.500000 , 60668.993391
1281 , veggy , 1 , 1 , 10.500000 , 60668.993391
1281 , chicken , 1 , 0 , 9.000000 , 60668.993391
1281 , veggy , 1 , 1 , 10.500000 , 60668.993391
1283 , veggy , 1 , 1 , 10.500000 , 61312.099263
1283 , meat , 1 , 0 , 10.000000 , 61312.099263
1283 , chicken , 1 , 1 , 11.500000 , 61312.099263
1283 , chicken , 1 , 1 , 11.500000 , 61312.099263
1283 , veggy , 1 , 1 , 10.500000 , 61312.099263
1284 , veggy , 1 , 0 , 8.000000 , 61498.737085
1284 , veggy , 1 , 1 , 10.500000 , 61498.737085
1284 , meat , 1 , 1 , 12.500000 , 61498.737085
1286 , meat , 0 , 0 , 7.000000 , 61953.590623
1286 , chicken , 1 , 1 , 11.500000 , 61953.590623
1285 , veggy , 0 , 1 , 7.500000 , 61996.308577
1285 , meat , 0 , 1 , 9.500000 , 61996.308577
1285 , chicken , 1 , 0 , 9.000000 , 61996.308577
1287 , veggy , 1 , 1 , 10.500000 , 62041.508671
1288 , veggy , 0 , 1 , 7.500000 , 62145.247576
1288 , veggy , 0 , 1 , 7.500000 , 62145.247576
1288 , veggy , 1 , 1 , 10.500000 , 62145.247576
1288 , chicken , 0 , 1 , 8.500000 , 62145.247576
1288 , veggy , 0 , 1 , 7.500000 , 62145.247576
1289 , chicken , 1 , 1 , 11.500000 , 62256.366774
1289 , chicken , 1 , 1 , 11.500000 , 62256.366774
1289 , meat , 1 , 1 , 12.500000 , 62256.366774
1290 , veggy , 0 , 1 , 7.500000 , 62396.510992
1290 , chicken , 1 , 1 , 11.500000 , 62396.510992
1292 , meat , 1 , 1 , 12.500000 , 62529.841835
1291 , veggy , 1 , 1 , 10.500000 , 62545.675461
1291 , meat , 1 , 1 , 12.500000 , 62545.675461
1291 , chicken , 0 , 1 , 8.500000 , 62545.675461
1293 , chicken , 1 , 1 , 11.500000 , 62711.431364
1293 , meat , 1 , 1 , 12.500000 , 62711.431364
1293 , chicken , 1 , 1 , 11.500000 , 62711.431364
1294 , veggy , 0 , 1 , 7.500000 , 62796.494054
1294 , veggy , 1 , 1 , 10.500000 , 62796.494054
1294 , meat , 0 , 1 , 9.500000 , 62796.494054
1296 , chicken , 1 , 1 , 11.500000 , 62858.923841
1296 , chicken , 1 , 1 , 11.500000 , 62858.923841
1295 , chicken , 1 , 1 , 11.500000 , 62921.449084
1295 , veggy , 1 , 1 , 10.500000 , 62921.449084
1295 , meat , 0 , 1 , 9.500000 , 62921.449084
1295 , chicken , 0 , 1 , 8.500000 , 62921.449084
1295 , meat , 1 , 1 , 12.500000 , 62921.449084
1298 , chicken , 0 , 1 , 8.500000 , 62984.374231
1298 , meat , 1 , 1 , 12.500000 , 62984.374231
1297 , chicken , 0 , 1 , 8.500000 , 63025.819055
1297 , meat , 0 , 1 , 9.500000 , 63025.819055
1297 , veggy , 0 , 1 , 7.500000 , 63025.819055
1297 , meat , 1 , 1 , 12.500000 , 63025.819055
1297 , chicken , 0 , 1 , 8.500000 , 63025.819055
1300 , chicken , 1 , 1 , 11.500000 , 63085.384874
1300 , chicken , 1 , 1 , 11.500000 , 63085.384874
1300 , meat , 1 , 1 , 12.500000 , 63085.384874
1300 , veggy , 1 , 1 , 10.500000 , 63085.384874
1300 , veggy , 1 , 1 , 10.500000 , 63085.384874
1301 , chicken , 1 , 1 , 11.500000 , 63135.575588
1301 , meat , 1 , 1 , 12.500000 , 63135.575588
1299 , meat , 1 , 1 , 12.500000 , 63165.558359
1299 , veggy , 1 , 1 , 10.500000 , 63165.558359
1299 , veggy , 1 , 1 , 10.500000 , 63165.558359
1299 , meat , 0 , 1 , 9.500000 , 63165.558359
1299 , chicken , 1 , 1 , 11.500000 , 63165.558359
1303 , chicken , 0 , 1 , 8.500000 , 63276.485146
1302 , chicken , 1 , 0 , 9.000000 , 63299.847945
1302 , veggy , 1 , 0 , 8.000000 , 63299.847945
1302 , chicken , 0 , 1 , 8.500000 , 63299.847945
1302 , veggy , 1 , 1 , 10.500000 , 63299.847945
1302 , meat , 1 , 1 , 12.500000 , 63299.847945
1304 , veggy , 1 , 1 , 10.500000 , 63349.609352
1304 , veggy , 0 , 1 , 7.500000 , 63349.609352
1305 , meat , 1 , 1 , 12.500000 , 63377.342826
1305 , meat , 1 , 1 , 12.500000 , 63377.342826
1307 , veggy , 0 , 1 , 7.500000 , 63439.893382
1306 , meat , 1 , 1 , 12.500000 , 63499.029553
1306 , meat , 1 , 1 , 12.500000 , 63499.029553
1306 , veggy , 1 , 1 , 10.500000 , 63499.029553
1306 , veggy , 1 , 1 , 10.500000 , 63499.029553
1308 , chicken , 1 , 1 , 11.500000 , 63705.986560
1309 , meat , 1 , 1 , 12.500000 , 63827.447443
1309 , meat , 1 , 1 , 12.500000 , 63827.447443
1310 , meat , 1 , 1 , 12.500000 , 63892.660277
1310 , meat , 1 , 1 , 12.500000 , 63892.660277
1310 , meat , 1 , 1 , 12.500000 , 63892.660277
1311 , chicken , 1 , 1 , 11.500000 , 63973.886217
1311 , meat , 0 , 1 , 9.500000 , 63973.886217
1311 , meat , 1 , 1 , 12.500000 , 63973.886217
1312 , chicken , 1 , 1 , 11.500000 , 64001.325955
1313 , veggy , 1 , 1 , 10.500000 , 64062.002836
1313 , chicken , 0 , 1 , 8.500000 , 64062.002836
1314 , meat , 1 , 1 , 12.500000 , 64222.493081
1314 , meat , 1 , 1 , 12.500000 , 64222.493081
1314 , chicken , 1 , 1 , 11.500000 , 64222.493081
1315 , veggy , 1 , 1 , 10.500000 , 64334.577470
1315 , chicken , 1 , 1 , 11.500000 , 64334.577470
1315 , meat , 1 , 0 , 10.000000 , 64334.577470
1316 , meat , 1 , 1 , 12.500000 , 64337.351176
1316 , meat , 1 , 1 , 12.500000 , 64337.351176
1316 , veggy , 1 , 1 , 10.500000 , 64337.351176
1316 , chicken , 1 , 0 , 9.000000 , 64337.351176
1316 , chicken , 1 , 1 , 11.500000 , 64337.351176
1317 , meat , 0 , 1 , 9.500000 , 64460.873604
1318 , meat , 1 , 1 , 12.500000 , 64596.260162
1318 , veggy , 1 , 1 , 10.500000 , 64596.260162
1318 , chicken , 1 , 1 , 11.500000 , 64596.260162
1318 , veggy , 1 , 1 , 10.500000 , 64596.260162
1318 , chicken , 0 , 1 , 8.500000 , 64596.260162
1319 , chicken , 0 , 1 , 8.500000 , 64812.003454
1319 , veggy , 1 , 1 , 10.500000 , 64812.003454
1319 , veggy , 1 , 1 , 10.500000 , 64812.003454
1319 , meat , 1 , 0 , 10.000000 , 64812.003454
1320 , meat , 1 , 1 , 12.500000 , 64876.483281
1320 , meat , 1 , 1 , 12.500000 , 64876.483281
1320 , meat , 1 , 1 , 12.500000 , 64876.483281
1320 , veggy , 1 , 1 , 10.500000 , 64876.483281
1320 , veggy , 1 , 1 , 10.500000 , 64876.483281
1321 , chicken , 1 , 1 , 11.500000 , 64907.638281
1321 , meat , 1 , 1 , 12.500000 , 64907.638281
1321 , veggy , 1 , 1 , 10.500000 , 64907.638281
1321 , veggy , 1 , 1 , 10.500000 , 64907.638281
1321 , veggy , 1 , 1 , 10.500000 , 64907.638281
1323 , veggy , 0 , 1 , 7.500000 , 64999.167604
1323 , chicken , 1 , 1 , 11.500000 , 64999.167604
1323 , meat , 1 , 1 , 12.500000 , 64999.167604
1323 , chicken , 1 , 1 , 11.500000 , 64999.167604
1322 , meat , 1 , 1 , 12.500000 , 65011.865461
1322 , veggy , 1 , 1 , 10.500000 , 65011.865461
1322 , chicken , 1 , 1 , 11.500000 , 65011.865461
1322 , chicken , 1 , 1 , 11.500000 , 65011.865461
1322 , veggy , 1 , 1 , 10.500000 , 65011.865461
1324 , chicken , 1 , 1 , 11.500000 , 65048.655195
1325 , meat , 1 , 1 , 12.500000 , 65062.085240
1325 , veggy , 1 , 1 , 10.500000 , 65062.085240
1326 , veggy , 1 , 1 , 10.500000 , 65138.920556
1326 , meat , 0 , 1 , 9.500000 , 65138.920556
1326 , chicken , 1 , 1 , 11.500000 , 65138.920556
1326 , veggy , 1 , 1 , 10.500000 , 65138.920556
1327 , meat , 1 , 1 , 12.500000 , 65232.824222
1327 , veggy , 1 , 1 , 10.500000 , 65232.824222
